Time Stamp	Motor Power 1	Motor Command 1	Battery Amps 1
11/21/2018 4:03:53 PM	-206	-301	0
11/21/2018 4:03:53 PM	-266	-301	0.1
11/21/2018 4:03:53 PM	-301	-312	0
11/21/2018 4:03:53 PM	-312	-312	0
11/21/2018 4:03:53 PM	-314	-316	0
11/21/2018 4:03:53 PM	-323	-331	0
11/21/2018 4:03:53 PM	-335	-335	0
11/21/2018 4:03:53 PM	-335	-335	0
11/21/2018 4:03:53 PM	-335	-335	0
11/21/2018 4:03:53 PM	-335	-335	0
11/21/2018 4:03:53 PM	-338	-338	0
11/21/2018 4:03:53 PM	-338	-338	0
11/21/2018 4:03:53 PM	-338	-338	0
11/21/2018 4:03:53 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-338	-338	0
11/21/2018 4:03:54 PM	-331	-286	0
11/21/2018 4:03:54 PM	-277	-189	0
11/21/2018 4:03:54 PM	-217	-50	0
11/21/2018 4:03:54 PM	-157	69	0
11/21/2018 4:03:54 PM	-97	136	0
11/21/2018 4:03:54 PM	-37	159	0
11/21/2018 4:03:54 PM	23	241	0
11/21/2018 4:03:54 PM	83	376	0
11/21/2018 4:03:54 PM	143	465	0
11/21/2018 4:03:54 PM	203	484	0
11/21/2018 4:03:54 PM	263	495	0.1
11/21/2018 4:03:54 PM	323	495	0.1
11/21/2018 4:03:54 PM	383	499	0.1
11/21/2018 4:03:54 PM	443	499	0.1
11/21/2018 4:03:54 PM	499	499	0.1
11/21/2018 4:03:54 PM	499	499	0
11/21/2018 4:03:54 PM	499	499	0
11/21/2018 4:03:54 PM	499	499	0
11/21/2018 4:03:54 PM	499	499	0
11/21/2018 4:03:54 PM	499	499	0.1
11/21/2018 4:03:54 PM	495	488	0
11/21/2018 4:03:55 PM	456	409	0
11/21/2018 4:03:55 PM	396	335	0
11/21/2018 4:03:55 PM	336	275	0
11/21/2018 4:03:55 PM	276	174	0
11/21/2018 4:03:55 PM	216	88	0
11/21/2018 4:03:55 PM	156	47	0
11/21/2018 4:03:55 PM	96	-13	0
11/21/2018 4:03:55 PM	36	-62	0
11/21/2018 4:03:55 PM	-24	-84	0
11/21/2018 4:03:55 PM	-84	-163	0
11/21/2018 4:03:55 PM	-144	-215	0
11/21/2018 4:03:55 PM	-204	-331	0
11/21/2018 4:03:55 PM	-264	-372	0
11/21/2018 4:03:55 PM	-324	-372	0.1
11/21/2018 4:03:55 PM	-372	-379	0
11/21/2018 4:03:55 PM	-402	-421	0.1
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:55 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
11/21/2018 4:03:56 PM	-428	-428	0
